ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
48,https://www.imdb.com/title/tt0097958/?ref_=sr_t_52,National Lampoon's Christmas Vacation,75%,"['Holiday Comedy', 'Slapstick', 'Comedy', 'Holiday']","['Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn', 'Cody Burger', 'Ellen Latzen', 'William Hickey', 'Mae Questel', 'Sam McMurray', 'Nicholas Guest', 'Julia Louis-Dreyfus', 'Nicolette Scorsese']","Dec 01, 1989",1 hour 37 minutes,English,"['Hughes Entertainment', 'National Lampoon']","['The', 'Griswold', ""family's"", 'plans', 'for', 'a', 'big', 'family', 'Christmas', 'predictably', 'turn', 'into', 'a', 'big', 'disaster.']","$74,540,604",PG-13,['Jeremiah S. Chechik'],['John Hughes'],"['Holiday Comedy', 'Slapstick', 'Comedy', 'Holiday', 'Chevy Chase', ""Beverly D'Angelo"", 'Juliette Lewis', 'Johnny Galecki', 'John Randolph', 'Diane Ladd', 'E.G. Marshall', 'Doris Roberts', 'Randy Quaid', 'Miriam Flynn', 'Cody Burger', 'Ellen Latzen', 'William Hickey', 'Mae Questel', 'Sam McMurray', 'Nicholas Guest', 'Julia Louis-Dreyfus', 'Nicolette Scorsese', 'Hughes Entertainment', 'National Lampoon', 'The', 'Griswold', ""family's"", 'plans', 'for', 'a', 'big', 'family', 'Christmas', 'predictably', 'turn', 'into', 'a', 'big', 'disaster.', 'Jeremiah S. Chechik', 'John Hughes']"
55,https://www.imdb.com/title/tt29623480/?ref_=sr_t_59,Robot Hoang Dã,83%,"['Computer Animation', 'Survival', 'Animation', 'Sci-Fi']","[""Lupita Nyong'o"", 'Pedro Pascal', 'Kit Connor', 'Bill Nighy', 'Stephanie Hsu', 'Matt Berry', 'Ving Rhames', 'Mark Hamill', ""Catherine O'Hara"", 'Boone Storm', 'Alexandra Novelle', 'Raphael Alejandro', 'Paul-Mikél Williams', 'Eddie Park', 'Dee Bradley Baker', 'Randy Thom', 'Avrielle Corti', 'Keston John']","Sep 27, 2024",1 hour 42 minutes,English,"['Dentsu', 'DreamWorks Animation']","['After', 'a', 'shipwreck,', 'an', 'intelligent', 'robot', 'called', 'Roz', 'is', 'stranded', 'on', 'an', 'uninhabited', 'island.', 'To', 'survive', 'the', 'harsh', 'environment,', 'Roz', 'bonds', 'with', 'the', ""island's"", 'animals', 'and', 'cares', 'for', 'an', 'orphaned', 'baby', 'goose.']","$321,793,270",P,['Chris Sanders'],"['Chris Sanders', 'Peter Brown']","['Computer Animation', 'Survival', 'Animation', 'Sci-Fi', ""Lupita Nyong'o"", 'Pedro Pascal', 'Kit Connor', 'Bill Nighy', 'Stephanie Hsu', 'Matt Berry', 'Ving Rhames', 'Mark Hamill', ""Catherine O'Hara"", 'Boone Storm', 'Alexandra Novelle', 'Raphael Alejandro', 'Paul-Mikél Williams', 'Eddie Park', 'Dee Bradley Baker', 'Randy Thom', 'Avrielle Corti', 'Keston John', 'Dentsu', 'DreamWorks Animation', 'After', 'a', 'shipwreck,', 'an', 'intelligent', 'robot', 'called', 'Roz', 'is', 'stranded', 'on', 'an', 'uninhabited', 'island.', 'To', 'survive', 'the', 'harsh', 'environment,', 'Roz', 'bonds', 'with', 'the', ""island's"", 'animals', 'and', 'cares', 'for', 'an', 'orphaned', 'baby', 'goose.', 'Chris Sanders', 'Chris Sanders', 'Peter Brown']"
56,https://www.imdb.com/title/tt0093748/?ref_=sr_t_60,Cặp Đôi Bất Đắc Dĩ,76%,"['Buddy Comedy', 'Farce', 'Holiday Comedy', 'Road Trip', 'Comedy', 'Drama', 'Holiday']","['Steve Martin', 'John Candy', 'Laila Robins', 'Michael McKean', 'Kevin Bacon', 'Dylan Baker', 'Carol Bruce', 'Olivia Burnette', 'Diana Douglas', 'Martin Ferrero', 'Larry Hankin', 'Richard Herd', 'Susan Kellermann', 'Matthew Lawrence', 'Edie McClurg', 'George Petrie', 'Gary Riley', 'Charles Tyner']","Nov 25, 1987",1 hour 33 minutes,English,"['Paramount Pictures', 'Hughes Entertainment']","['A', 'Chicago', 'advertising', 'man', 'must', 'struggle', 'to', 'travel', 'home', 'from', 'New', 'York', 'for', 'Thanksgiving,', 'with', 'a', 'lovable', 'oaf', 'of', 'a', 'shower-curtain-ring', 'salesman', 'as', 'his', 'only', 'companion.']","$49,530,280",R,['John Hughes'],['John Hughes'],"['Buddy Comedy', 'Farce', 'Holiday Comedy', 'Road Trip', 'Comedy', 'Drama', 'Holiday', 'Steve Martin', 'John Candy', 'Laila Robins', 'Michael McKean', 'Kevin Bacon', 'Dylan Baker', 'Carol Bruce', 'Olivia Burnette', 'Diana Douglas', 'Martin Ferrero', 'Larry Hankin', 'Richard Herd', 'Susan Kellermann', 'Matthew Lawrence', 'Edie McClurg', 'George Petrie', 'Gary Riley', 'Charles Tyner', 'Paramount Pictures', 'Hughes Entertainment', 'A', 'Chicago', 'advertising', 'man', 'must', 'struggle', 'to', 'travel', 'home', 'from', 'New', 'York', 'for', 'Thanksgiving,', 'with', 'a', 'lovable', 'oaf', 'of', 'a', 'shower-curtain-ring', 'salesman', 'as', 'his', 'only', 'companion.', 'John Hughes', 'John Hughes']"
66,https://www.imdb.com/title/tt3521164/?ref_=sr_t_70,Hành Trình Của Moana,76%,"['Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk', 'Oscar Kightley', 'Troy Polamalu', 'Puanani Cravalho', 'Louise Bush', 'Mladen Badovinac', 'Chris Jackson']","Nov 25, 2016",1 hour 47 minutes,English,"['Hurwitz Creative', 'Walt Disney Animation Studios', 'Walt Disney Pictures']","['In', 'ancient', 'Polynesia,', 'when', 'a', 'terrible', 'curse', 'incurred', 'by', 'the', 'demigod', 'Maui', 'reaches', ""Moana's"", 'island,', 'she', 'answers', 'the', ""Ocean's"", 'call', 'to', 'seek', 'out', 'Maui', 'to', 'set', 'things', 'right.']","$643,332,467",P,"['Ron Clements', 'John Musker', 'Don Hall', 'Chris Williams']","['Jared Bush', 'Ron Clements', 'John Musker', 'Chris Williams', 'Don Hall', 'Pamela Ribon', 'Aaron Kandell', 'Jordan Kandell']","['Computer Animation', 'Quest', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', ""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement', 'Nicole Scherzinger', 'Alan Tudyk', 'Oscar Kightley', 'Troy Polamalu', 'Puanani Cravalho', 'Louise Bush', 'Mladen Badovinac', 'Chris Jackson', 'Hurwitz Creative', 'Walt Disney Animation Studios', 'Walt Disney Pictures', 'In', 'ancient', 'Polynesia,', 'when', 'a', 'terrible', 'curse', 'incurred', 'by', 'the', 'demigod', 'Maui', 'reaches', ""Moana's"", 'island,', 'she', 'answers', 'the', ""Ocean's"", 'call', 'to', 'seek', 'out', 'Maui', 'to', 'set', 'things', 'right.', 'Ron Clements', 'John Musker', 'Don Hall', 'Chris Williams', 'Jared Bush', 'Ron Clements', 'John Musker', 'Chris Williams', 'Don Hall', 'Pamela Ribon', 'Aaron Kandell', 'Jordan Kandell']"
67,https://www.imdb.com/title/tt18272208/?ref_=sr_t_71,"Nơi Đây, Ta Bắt Đầu",62%,"['Coming-of-Age', 'Drama']","['Tom Hanks', 'Robin Wright', 'Paul Bettany', 'Kelly Reilly', 'Ellis Grunsell', 'Teddy Russell', 'Finn Guegan', 'Callum Macreadie', 'Lauren McQueen', 'Grace Lyra', 'Jemima Macintyre', 'Billie Gadsdon', 'Beau Gadsdon', 'Harry Marcus', 'Diego Scott', 'Logan Challis', 'Albie Salter', 'Zsa Zsa Zemeckis']","Nov 01, 2024",1 hour 44 minutes,English,"['Miramax', 'ImageMovers', 'Canadian Film or Video Production Services Tax Credit (PSTC)']","['A', 'generational', 'story', 'about', 'families', 'and', 'the', 'special', 'place', 'they', 'inhabit,', 'sharing', 'in', 'love,', 'loss,', 'laughter,', 'and', 'life.']","$13,099,017",PG-13,['Robert Zemeckis'],"['Eric Roth', 'Robert Zemeckis', 'Richard McGuire']","['Coming-of-Age', 'Drama', 'Tom Hanks', 'Robin Wright', 'Paul Bettany', 'Kelly Reilly', 'Ellis Grunsell', 'Teddy Russell', 'Finn Guegan', 'Callum Macreadie', 'Lauren McQueen', 'Grace Lyra', 'Jemima Macintyre', 'Billie Gadsdon', 'Beau Gadsdon', 'Harry Marcus', 'Diego Scott', 'Logan Challis', 'Albie Salter', 'Zsa Zsa Zemeckis', 'Miramax', 'ImageMovers', 'Canadian Film or Video Production Services Tax Credit (PSTC)', 'A', 'generational', 'story', 'about', 'families', 'and', 'the', 'special', 'place', 'they', 'inhabit,', 'sharing', 'in', 'love,', 'loss,', 'laughter,', 'and', 'life.', 'Robert Zemeckis', 'Eric Roth', 'Robert Zemeckis', 'Richard McGuire']"
75,https://www.imdb.com/title/tt16366836/?ref_=sr_t_79,Venom: Kèo Cuối,62%,"['Alien Invasion', 'Kaiju', 'Road Trip', 'Superhero', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['Tom Hardy', 'Chiwetel Ejiofor', 'Juno Temple', 'Rhys Ifans', 'Stephen Graham', 'Peggy Lu', 'Clark Backo', 'Alanna Ubach', 'Cristo Fernández', 'Jared Abrahamson', 'Hala Finley', 'Dash McCloud', 'Andy Serkis', 'Reid Scott', 'Jack Brady', 'Ivo Nandi', 'Jake Allyn', 'Otis Winston']","Oct 25, 2024",1 hour 50 minutes,English,"['Columbia Pictures', 'Marvel Entertainment', 'Arad Productions']","['Eddie', 'Brock', 'and', 'Venom', 'must', 'make', 'a', 'devastating', 'decision', 'as', ""they're"", 'pursued', 'by', 'a', 'mysterious', 'military', 'man', 'and', 'alien', 'monsters', 'from', ""Venom's"", 'home', 'world.']","$468,327,342",T13,['Kelly Marcel'],"['Kelly Marcel', 'Tom Hardy', 'Kelly Marcel']","['Alien Invasion', 'Kaiju', 'Road Trip', 'Superhero', 'Action', 'Adventure', 'Sci-Fi', 'Thriller', 'Tom Hardy', 'Chiwetel Ejiofor', 'Juno Temple', 'Rhys Ifans', 'Stephen Graham', 'Peggy Lu', 'Clark Backo', 'Alanna Ubach', 'Cristo Fernández', 'Jared Abrahamson', 'Hala Finley', 'Dash McCloud', 'Andy Serkis', 'Reid Scott', 'Jack Brady', 'Ivo Nandi', 'Jake Allyn', 'Otis Winston', 'Columbia Pictures', 'Marvel Entertainment', 'Arad Productions', 'Eddie', 'Brock', 'and', 'Venom', 'must', 'make', 'a', 'devastating', 'decision', 'as', ""they're"", 'pursued', 'by', 'a', 'mysterious', 'military', 'man', 'and', 'alien', 'monsters', 'from', ""Venom's"", 'home', 'world.', 'Kelly Marcel', 'Kelly Marcel', 'Tom Hardy', 'Kelly Marcel']"
76,https://www.imdb.com/title/tt27911000/?ref_=sr_t_80,Terrifier 3,64%,"['Dark Comedy', 'Slasher Horror', 'Splatter Horror', 'Supernatural Horror', 'Teen Horror', 'Holiday', 'Horror']","['Lauren LaVera', 'David Howard Thornton', 'Antonella Rose', 'Elliott Fullam', 'Samantha Scaffidi', 'Margaret Anne Florence', 'Bryce Johnson', 'Alexa Blair Robertson', 'Mason Mecartea', 'Krsy Fox', 'Luciana VanDette', 'Clint Howard', 'Bradley Stryker', 'Daniel Roebuck', 'Chris Jericho', 'Tom Savini', 'Jason Patric', 'Alex Ross']","Oct 11, 2024",2 hours 5 minutes,English,"['Dark Age Cinema', 'Bloody Disgusting', 'Fuzz on the Lens Productions']","['Art', 'the', 'Clown', 'is', 'set', 'to', 'unleash', 'chaos', 'on', 'the', 'unsuspecting', 'residents', 'of', 'Miles', 'County', 'as', 'they', 'peacefully', 'drift', 'off', 'to', 'sleep', 'on', 'Christmas', 'Eve.']","$88,617,388",Not Rated,['Damien Leone'],['Damien Leone'],"['Dark Comedy', 'Slasher Horror', 'Splatter Horror', 'Supernatural Horror', 'Teen Horror', 'Holiday', 'Horror', 'Lauren LaVera', 'David Howard Thornton', 'Antonella Rose', 'Elliott Fullam', 'Samantha Scaffidi', 'Margaret Anne Florence', 'Bryce Johnson', 'Alexa Blair Robertson', 'Mason Mecartea', 'Krsy Fox', 'Luciana VanDette', 'Clint Howard', 'Bradley Stryker', 'Daniel Roebuck', 'Chris Jericho', 'Tom Savini', 'Jason Patric', 'Alex Ross', 'Dark Age Cinema', 'Bloody Disgusting', 'Fuzz on the Lens Productions', 'Art', 'the', 'Clown', 'is', 'set', 'to', 'unleash', 'chaos', 'on', 'the', 'unsuspecting', 'residents', 'of', 'Miles', 'County', 'as', 'they', 'peacefully', 'drift', 'off', 'to', 'sleep', 'on', 'Christmas', 'Eve.', 'Damien Leone', 'Damien Leone']"
82,https://www.imdb.com/title/tt0319343/?ref_=sr_t_86,Chàng Tiên Đáng Yêu,71%,"['Holiday Comedy', 'Holiday Family', 'Holiday Romance', 'Quirky Comedy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Holiday', 'Romance']","['Will Ferrell', 'James Caan', 'Bob Newhart', 'Zooey Deschanel', 'Edward Asner', 'Mary Steenburgen', 'Daniel Tay', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris', 'Michael Lerner', 'Andy Richter', 'Kyle Gass', 'Artie Lange', 'Leon Redbone', 'Ray Harryhausen', 'Claire Lautier', 'Ted Friend']","Nov 07, 2003",1 hour 37 minutes,English,"['New Line Cinema', 'Guy Walks into a Bar Productions', 'Gold/Miller Productions']","['Raised', 'as', 'an', 'oversized', 'elf,', 'Buddy', 'travels', 'from', 'the', 'North', 'Pole', 'to', 'New', 'York', 'City', 'to', 'meet', 'his', 'biological', 'father,', 'Walter', 'Hobbs,', 'who', ""doesn't"", 'know', 'he', 'exists', 'and', 'is', 'in', 'desperate', 'need', 'of', 'some', 'Christmas', 'spirit.']","$228,938,254",PG,['Jon Favreau'],['David Berenbaum'],"['Holiday Comedy', 'Holiday Family', 'Holiday Romance', 'Quirky Comedy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Holiday', 'Romance', 'Will Ferrell', 'James Caan', 'Bob Newhart', 'Zooey Deschanel', 'Edward Asner', 'Mary Steenburgen', 'Daniel Tay', 'Faizon Love', 'Peter Dinklage', 'Amy Sedaris', 'Michael Lerner', 'Andy Richter', 'Kyle Gass', 'Artie Lange', 'Leon Redbone', 'Ray Harryhausen', 'Claire Lautier', 'Ted Friend', 'New Line Cinema', 'Guy Walks into a Bar Productions', 'Gold/Miller Productions', 'Raised', 'as', 'an', 'oversized', 'elf,', 'Buddy', 'travels', 'from', 'the', 'North', 'Pole', 'to', 'New', 'York', 'City', 'to', 'meet', 'his', 'biological', 'father,', 'Walter', 'Hobbs,', 'who', ""doesn't"", 'know', 'he', 'exists', 'and', 'is', 'in', 'desperate', 'need', 'of', 'some', 'Christmas', 'spirit.', 'Jon Favreau', 'David Berenbaum']"
86,https://www.imdb.com/title/tt0099785/?ref_=sr_t_90,Ở Nhà Một Mình,77%,"['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday']","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', 'Roberts Blossom', ""Catherine O'Hara"", 'Angela Goethals', 'Devin Ratray', 'Gerry Bamman', 'Hillary Wolf', 'John Candy', 'Larry Hankin', 'Michael C. Maronna', 'Kristin Minter', 'Diana Rein', 'Jedidiah Cohen', 'Kieran Culkin', 'Senta Moses']","Nov 16, 1990",1 hour 43 minutes,English,"['Twentieth Century Fox', 'Hughes Entertainment']","['An', 'eight-year-old', 'troublemaker,', 'mistakenly', 'left', 'home', 'alone,', 'must', 'defend', 'his', 'home', 'against', 'a', 'pair', 'of', 'burglars', 'on', 'Christmas', 'Eve.']","$476,684,675",P,['Chris Columbus'],['John Hughes'],"['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday', 'Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard', 'Roberts Blossom', ""Catherine O'Hara"", 'Angela Goethals', 'Devin Ratray', 'Gerry Bamman', 'Hillary Wolf', 'John Candy', 'Larry Hankin', 'Michael C. Maronna', 'Kristin Minter', 'Diana Rein', 'Jedidiah Cohen', 'Kieran Culkin', 'Senta Moses', 'Twentieth Century Fox', 'Hughes Entertainment', 'An', 'eight-year-old', 'troublemaker,', 'mistakenly', 'left', 'home', 'alone,', 'must', 'defend', 'his', 'home', 'against', 'a', 'pair', 'of', 'burglars', 'on', 'Christmas', 'Eve.', 'Chris Columbus', 'John Hughes']"
88,https://www.imdb.com/title/tt0314331/?ref_=sr_t_92,Yêu Thực Sự,76%,"['Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['Hugh Grant', 'Martine McCutcheon', 'Liam Neeson', 'Laura Linney', 'Bill Nighy', 'Gregor Fisher', 'Rory MacGregor', 'Colin Firth', 'Sienna Guillory', 'Emma Thompson', 'Lulu Popplewell', 'Kris Marshall', 'Heike Makatsch', 'Martin Freeman', 'Joanna Page', 'Chiwetel Ejiofor', 'Andrew Lincoln', 'Keira Knightley']","Nov 14, 2003",2 hours 15 minutes,English,"['Universal Pictures', 'StudioCanal', 'Working Title Films']","['Follows', 'the', 'lives', 'of', 'eight', 'very', 'different', 'couples', 'in', 'dealing', 'with', 'their', 'love', 'lives', 'in', 'various', 'loosely', 'interrelated', 'tales', 'all', 'set', 'during', 'a', 'frantic', 'month', 'before', 'Christmas', 'in', 'London,', 'England.']","$250,215,630",R,['Richard Curtis'],['Richard Curtis'],"['Holiday Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance', 'Hugh Grant', 'Martine McCutcheon', 'Liam Neeson', 'Laura Linney', 'Bill Nighy', 'Gregor Fisher', 'Rory MacGregor', 'Colin Firth', 'Sienna Guillory', 'Emma Thompson', 'Lulu Popplewell', 'Kris Marshall', 'Heike Makatsch', 'Martin Freeman', 'Joanna Page', 'Chiwetel Ejiofor', 'Andrew Lincoln', 'Keira Knightley', 'Universal Pictures', 'StudioCanal', 'Working Title Films', 'Follows', 'the', 'lives', 'of', 'eight', 'very', 'different', 'couples', 'in', 'dealing', 'with', 'their', 'love', 'lives', 'in', 'various', 'loosely', 'interrelated', 'tales', 'all', 'set', 'during', 'a', 'frantic', 'month', 'before', 'Christmas', 'in', 'London,', 'England.', 'Richard Curtis', 'Richard Curtis']"
91,https://www.imdb.com/title/tt1623205/?ref_=sr_t_95,Lạc Vào Xứ Oz Vĩ Đại Và Quyền Năng,63%,"['Adventure Epic', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy']","['James Franco', 'Michelle Williams', 'Rachel Weisz', 'Mila Kunis', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer', 'Bruce Campbell', 'Ted Raimi', 'Tim Holmes', 'Toni Wynne', 'Rob Crites', 'William Dick', 'Gene Jones', 'John Lord Booth III']","Mar 08, 2013",2 hours 10 minutes,English,"['Walt Disney Pictures', 'Roth Films']","['A', 'small-time', 'magician', 'is', 'swept', 'away', 'to', 'an', 'enchanted', 'land', 'and', 'is', 'forced', 'into', 'a', 'power', 'struggle', 'among', 'three', 'witches.']","$493,311,825",PG,['Sam Raimi'],"['Mitchell Kapner', 'David Lindsay-Abaire', 'Mitchell Kapner', 'L. Frank Baum']","['Adventure Epic', 'Fairy Tale', 'Adventure', 'Family', 'Fantasy', 'James Franco', 'Michelle Williams', 'Rachel Weisz', 'Mila Kunis', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox', 'Stephen R. Hart', 'Abigail Spencer', 'Bruce Campbell', 'Ted Raimi', 'Tim Holmes', 'Toni Wynne', 'Rob Crites', 'William Dick', 'Gene Jones', 'John Lord Booth III', 'Walt Disney Pictures', 'Roth Films', 'A', 'small-time', 'magician', 'is', 'swept', 'away', 'to', 'an', 'enchanted', 'land', 'and', 'is', 'forced', 'into', 'a', 'power', 'struggle', 'among', 'three', 'witches.', 'Sam Raimi', 'Mitchell Kapner', 'David Lindsay-Abaire', 'Mitchell Kapner', 'L. Frank Baum']"
95,https://www.imdb.com/title/tt15239678/?ref_=sr_t_99,Hành Tinh Cát: Phần 2,85%,"['Action Epic', 'Desert Adventure', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi']","['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux', 'Stellan Skarsgård', 'Charlotte Rampling', 'Souheila Yacoub', 'Roger Yuan', 'Babs Olusanmokun', 'Alison Halstead', 'Giusi Merli', 'Kait Tenison']","Mar 01, 2024",2 hours 46 minutes,English,"['Warner Bros.', 'Legendary Entertainment', 'Villeneuve Films']","['Paul', 'Atreides', 'unites', 'with', 'the', 'Fremen', 'while', 'on', 'a', 'warpath', 'of', 'revenge', 'against', 'the', 'conspirators', 'who', 'destroyed', 'his', 'family.', 'Facing', 'a', 'choice', 'between', 'the', 'love', 'of', 'his', 'life', 'and', 'the', 'fate', 'of', 'the', 'universe,', 'he', 'endeavors', 'to', 'prevent', 'a', 'terrible', 'future.']","$714,444,358",T16,['Denis Villeneuve'],"['Denis Villeneuve', 'Jon Spaihts', 'Frank Herbert']","['Action Epic', 'Desert Adventure', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux', 'Stellan Skarsgård', 'Charlotte Rampling', 'Souheila Yacoub', 'Roger Yuan', 'Babs Olusanmokun', 'Alison Halstead', 'Giusi Merli', 'Kait Tenison', 'Warner Bros.', 'Legendary Entertainment', 'Villeneuve Films', 'Paul', 'Atreides', 'unites', 'with', 'the', 'Fremen', 'while', 'on', 'a', 'warpath', 'of', 'revenge', 'against', 'the', 'conspirators', 'who', 'destroyed', 'his', 'family.', 'Facing', 'a', 'choice', 'between', 'the', 'love', 'of', 'his', 'life', 'and', 'the', 'fate', 'of', 'the', 'universe,', 'he', 'endeavors', 'to', 'prevent', 'a', 'terrible', 'future.', 'Denis Villeneuve', 'Denis Villeneuve', 'Jon Spaihts', 'Frank Herbert']"
98,https://www.imdb.com/title/tt1877830/?ref_=sr_t_103,Batman: Vạch Trần Sự Thật,78%,"['Action Epic', 'Epic', 'Serial Killer', 'Superhero', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell', 'Paul Dano', 'John Turturro', 'Andy Serkis', 'Peter Sarsgaard', 'Barry Keoghan', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni']","Mar 04, 2022",2 hours 56 minutes,English,"['Warner Bros.', 'DC Entertainment', '6th & Idaho Productions']","['When', 'a', 'sadistic', 'serial', 'killer', 'begins', 'murdering', 'key', 'political', 'figures', 'in', 'Gotham,', 'the', 'Batman', 'is', 'forced', 'to', 'investigate', 'the', ""city's"", 'hidden', 'corruption', 'and', 'question', 'his', ""family's"", 'involvement.']","$772,319,315",C16,['Matt Reeves'],"['Matt Reeves', 'Peter Craig', 'Bob Kane', 'Bill Finger']","['Action Epic', 'Epic', 'Serial Killer', 'Superhero', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright', 'Colin Farrell', 'Paul Dano', 'John Turturro', 'Andy Serkis', 'Peter Sarsgaard', 'Barry Keoghan', 'Jayme Lawson', 'Gil Perez-Abraham', 'Peter McDonald', ""Con O'Neill"", 'Alex Ferns', 'Rupert Penry-Jones', 'Kosha Engler', 'Archie Barnes', 'Janine Harouni', 'Warner Bros.', 'DC Entertainment', '6th & Idaho Productions', 'When', 'a', 'sadistic', 'serial', 'killer', 'begins', 'murdering', 'key', 'political', 'figures', 'in', 'Gotham,', 'the', 'Batman', 'is', 'forced', 'to', 'investigate', 'the', ""city's"", 'hidden', 'corruption', 'and', 'question', 'his', ""family's"", 'involvement.', 'Matt Reeves', 'Matt Reeves', 'Peter Craig', 'Bob Kane', 'Bill Finger']"
106,https://www.imdb.com/title/tt0816692/?ref_=sr_t_113,Hố Đen Tử Thần,87%,"['Adventure Epic', 'Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Drama', 'Sci-Fi']","['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy', 'Ellen Burstyn', 'John Lithgow', 'Timothée Chalamet', 'David Oyelowo', 'Collette Wolfe', 'Francis X. McCarthy', 'Bill Irwin', 'Andrew Borba', 'Wes Bentley', 'William Devane', 'Michael Caine', 'David Gyasi', 'Josh Stewart', 'Casey Affleck']","Nov 07, 2014",2 hours 49 minutes,English,"['Paramount Pictures', 'Warner Bros.', 'Legendary Entertainment']","['When', 'Earth', 'becomes', 'uninhabitable', 'in', 'the', 'future,', 'a', 'farmer', 'and', 'ex-NASA', 'pilot,', 'Joseph', 'Cooper,', 'is', 'tasked', 'to', 'pilot', 'a', 'spacecraft,', 'along', 'with', 'a', 'team', 'of', 'researchers,', 'to', 'find', 'a', 'new', 'planet', 'for', 'humans.']","$732,055,745",C13,['Christopher Nolan'],"['Jonathan Nolan', 'Christopher Nolan']","['Adventure Epic', 'Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Drama', 'Sci-Fi', 'Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Mackenzie Foy', 'Ellen Burstyn', 'John Lithgow', 'Timothée Chalamet', 'David Oyelowo', 'Collette Wolfe', 'Francis X. McCarthy', 'Bill Irwin', 'Andrew Borba', 'Wes Bentley', 'William Devane', 'Michael Caine', 'David Gyasi', 'Josh Stewart', 'Casey Affleck', 'Paramount Pictures', 'Warner Bros.', 'Legendary Entertainment', 'When', 'Earth', 'becomes', 'uninhabitable', 'in', 'the', 'future,', 'a', 'farmer', 'and', 'ex-NASA', 'pilot,', 'Joseph', 'Cooper,', 'is', 'tasked', 'to', 'pilot', 'a', 'spacecraft,', 'along', 'with', 'a', 'team', 'of', 'researchers,', 'to', 'find', 'a', 'new', 'planet', 'for', 'humans.', 'Christopher Nolan', 'Jonathan Nolan', 'Christopher Nolan']"
