,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
3124,1579,0.71,2014-07-11,126,5,1426,86758912,7,7,333,1767,301,670,204
3128,1580,0.65,1992-06-11,99,5,978,118,7,6,319,1604,1731,1340,226
3134,1581,0.69,2018-05-25,135,5,1193,392924807,6,5,3,1863,579,124,1080
3135,1582,0.82,1959-03-19,121,5,847,208786,0,3,258,540,1585,535,119
3141,1583,0.59,1993-07-02,95,5,1327,36448400,6,7,282,910,1063,2059,60
3142,1584,0.65,2020-02-14,99,5,1866,319715683,5,2,41,1290,1060,422,575
3143,1585,0.65,2022-04-08,122,5,2215,405421518,5,4,40,7,1059,422,575
3148,1586,0.76,2023-07-04,131,5,1970,250570396,6,7,335,142,1278,2047,388
3149,1587,0.77,2020-12-04,120,5,1192,516520,7,12,330,991,2013,1478,330
3150,1588,0.75,2011-04-01,93,5,540,147332697,6,4,106,2377,1282,721,398
3151,1589,0.68,1958-04-14,157,5,1690,476564,0,4,329,1063,1087,583,711
3154,1590,0.73,2015-07-24,124,5,768,91970827,7,7,340,2380,701,1846,860
3155,1591,0.7,1973-05-09,97,5,420,210,5,5,240,1748,1432,201,1025
3157,1592,0.65,1996-11-15,88,5,1419,230594962,5,11,137,723,743,1327,616
3158,1593,0.71,1987-06-24,96,5,551,38119483,5,6,178,664,877,1417,844
3160,1594,0.79,1960-11-17,197,5,2009,1846975,6,11,63,370,1957,1424,37
3162,1595,0.68,2024-09-13,110,5,198,76756109,7,9,358,10,344,1062,550
3163,1596,0.59,1995-07-07,108,5,282,113374103,7,7,126,793,2125,201,1069
3164,1597,0.68,2015-11-06,148,5,142,880707597,6,11,1,1911,520,685,1094
3165,1598,0.73,1994-06-10,116,5,722,350448145,7,6,1,319,177,768,553
3166,1599,0.61,2008-05-09,135,5,2386,93945766,5,5,34,2102,752,1277,762
3168,1600,0.65,2021-11-05,117,5,1168,25246967,7,11,365,394,1486,653,946
3170,1601,0.74,2002-05-03,121,5,792,825802095,6,5,3,1351,1422,1554,1095
3171,1602,0.75,2004-06-30,127,5,1728,784543400,6,6,3,1352,1421,1554,1095
3172,1603,0.63,2007-05-04,139,5,553,891648685,6,5,3,1350,1322,1555,1095
3173,1604,0.86,2023-06-02,140,5,1650,690824738,5,6,23,1185,1148,1557,606
3174,1605,0.74,2019-07-02,129,5,1730,1132705055,6,7,38,1432,1867,1582,685
3175,1606,0.74,2017-07-07,133,5,1729,880944210,6,7,3,1431,571,1559,685
3176,1607,0.84,2018-12-14,117,5,1871,393602435,5,12,12,1186,1145,1557,199
3177,1608,0.82,2021-12-17,148,5,2358,1952723719,6,12,68,1433,1868,1582,685
3180,1609,0.86,2003-03-28,124,13,1197,358081670,5,3,165,1943,222,792,510
3181,1610,0.63,1984-03-09,111,5,708,69821334,5,3,304,1414,1763,795,1080
3182,1611,0.58,2010-06-04,104,5,1305,27127620,7,6,376,1472,1649,1451,163
3183,1612,0.73,2017-01-20,117,5,2091,278454417,6,1,375,11,787,1057,797
3185,1613,0.81,2015-11-20,129,5,2051,98690254,7,11,335,548,610,499,129
3186,1614,0.53,2013-03-22,94,5,1279,32016127,7,3,279,1465,213,251,506
3187,1615,0.7,2015-06-05,120,5,163,235666219,7,6,104,681,1075,926,957
3188,1616,0.71,2001-11-21,126,5,1760,143049560,7,11,80,1034,908,1054,146
3189,1617,0.56,2001-03-30,88,5,2160,147934180,5,3,44,2005,1261,1743,1053
3190,1618,0.44,2003-07-25,84,5,1110,197101678,5,7,44,1940,1261,1739,1053
3194,1619,0.64,1985-06-28,110,5,273,37803872,7,6,338,1961,461,1638,625
3196,1620,0.8,1980-04-17,162,21,298,438245,4,4,339,2169,854,245,554
3197,1621,0.81,1986-08-22,89,5,659,53522503,7,8,191,1514,1446,1644,1042
3199,1622,0.79,2009-05-08,127,5,1929,385681768,6,5,3,1787,1271,434,529
3200,1623,0.7,2016-07-22,122,5,1937,343471816,6,7,0,1786,1407,431,727
3201,1624,0.77,2013-05-16,132,5,839,467365246,6,5,3,1788,1273,429,529
3210,1625,0.65,1999-05-19,136,5,2131,1046515409,5,5,68,2141,147,126,469
3211,1626,0.66,2002-05-16,142,5,1878,653780724,5,5,68,2277,145,120,469
3212,1627,0.76,2005-05-19,140,5,2367,850035635,6,5,57,2276,147,118,469
3213,1628,0.86,1977-05-25,121,5,1626,775398507,5,5,68,546,147,121,469
3214,1629,0.64,2019-12-20,141,5,2040,1077022372,6,12,68,1883,1878,122,529
3215,1630,0.87,1980-06-18,124,5,833,550016086,5,6,68,545,735,126,520
3216,1631,0.83,1983-05-25,131,5,825,482466382,5,5,68,544,721,126,1031
3217,1632,0.78,2015-12-18,138,5,1023,2071310218,6,12,3,1884,723,123,529
3218,1633,0.69,2017-12-15,152,5,1763,1334407706,6,12,68,1882,1196,119,1019
3223,1634,0.76,2007-08-10,127,5,1417,137515140,6,8,67,1737,354,385,837
3224,1635,0.7,1994-10-28,116,5,970,196567262,6,10,3,400,2113,1449,1075
3229,1636,0.73,1997-11-07,129,5,1341,121214377,7,11,0,1708,5,851,964
3230,1637,0.72,1990-09-14,134,5,14,1911542,7,9,105,1174,2129,1518,994
3234,1638,0.73,1989-11-22,117,5,682,96759512,5,11,282,1202,1247,845,512
3236,1639,0.69,2008-07-25,98,5,2135,128110667,7,7,325,1516,1673,1591,1112
3237,1640,0.65,2006-08-11,104,5,2189,114197742,6,8,327,1729,2162,817,783
3239,1641,0.68,1998-12-25,125,5,589,159710793,6,12,302,264,160,854,259
3243,1642,0.78,2015-08-14,147,5,2000,201634991,7,8,330,858,578,978,422
3245,1643,0.72,1995-10-13,145,5,237,7959291,7,10,333,954,308,75,732
3250,1644,0.41,1994-12-23,102,5,1496,99433436,6,12,29,79,1482,1454,65
3253,1645,0.46,1996-06-28,115,5,555,113309743,7,6,279,1963,1805,1469,576
3257,1646,0.61,2011-03-25,110,5,695,89792502,6,3,75,2118,1725,1210,198
3260,1647,0.59,2016-08-05,123,5,498,749200054,6,8,68,1524,2024,584,333
3263,1648,0.74,2016-09-09,96,5,2307,243870033,6,9,224,1410,1582,1909,291
3265,1649,0.84,1950-08-04,110,5,497,309467,0,8,335,1544,1825,492,119
3266,1650,0.72,2007-07-27,107,5,574,38903511,7,7,240,1833,2166,1981,324
3268,1651,0.7,2011-06-10,112,5,1205,260095986,6,6,79,2095,279,491,529
3269,1652,0.42,1993-05-28,104,5,2127,20928292,5,5,199,1614,1054,2055,761
3270,1653,0.7,2002-02-15,100,5,1243,23182223,7,2,262,76,370,1973,568
3272,1654,0.76,2007-08-17,113,5,2144,170812574,7,8,325,701,1379,1563,489
3274,1655,0.47,2008-03-28,75,5,1710,71571300,6,3,88,2026,1948,1753,303
3275,1656,0.74,1978-12-15,143,5,906,300478449,5,12,3,1826,413,1767,1024
3277,1657,0.68,1981-06-19,127,5,1860,216385706,5,6,3,2194,414,1767,1028
3278,1658,0.5,1983-06-17,125,5,1224,80250623,5,6,32,1827,416,1766,1029
3279,1659,0.61,2006-06-30,154,5,1861,391081192,6,6,3,1645,905,1202,230
3284,1660,0.49,2006-05-05,95,5,2095,558764,10,5,210,1605,1500,784,72
3286,1661,0.55,2004-10-22,91,5,341,15125687,6,10,321,1232,2118,1797,893
3288,1662,0.67,2018-11-02,152,5,149,7942093,7,11,349,1764,2012,1991,793
3291,1663,0.73,2007-12-21,116,5,1976,153384272,7,12,355,225,518,1808,103
3293,1664,0.62,2002-09-27,108,5,734,180622424,6,9,265,969,2154,805,696
3300,1665,0.72,1997-04-11,96,5,618,4555020,7,4,302,1494,550,1765,396
3303,1666,0.65,2001-06-08,99,5,132,147080413,7,6,80,209,1413,1274,387
3307,1667,0.65,2018-06-15,100,5,528,78230625,7,6,104,115,1233,1415,581
3309,1668,0.73,2011-11-10,120,5,1732,3741098,7,11,335,733,384,2074,578
3310,1669,0.77,2009-01-30,90,5,482,226837760,6,1,80,464,778,1850,1002
3313,1670,0.71,2023-07-28,95,5,2247,92181735,7,7,375,745,2007,1477,329
3314,1671,0.66,2006-08-04,108,5,1683,163362800,6,8,267,1517,1674,1591,1112
3315,1672,0.71,2015-07-10,88,5,315,840099,7,7,279,381,1357,1987,1110
3316,1673,0.77,2010-11-24,100,5,1988,591806017,5,11,144,530,1968,1176,905
3317,1674,0.54,1995-03-31,104,5,253,4064495,7,3,88,492,1980,972,1008
3318,1675,0.68,1981-12-25,126,5,1651,35856053,5,12,365,2200,2017,143,507
3319,1676,0.48,2024-05-03,92,5,2248,49256239,6,5,378,2253,1417,632,30
3320,1677,0.73,1999-06-18,88,5,358,448191819,1,6,141,1445,2177,1173,258
3323,1678,0.82,1976-02-09,114,5,372,28580862,7,2,335,1001,1089,1618,828
3325,1679,0.72,2004-10-15,98,5,1739,50826898,7,10,104,1451,1632,418,149
3326,1680,0.66,2003-03-07,121,5,53,86468162,7,3,107,1675,1,1513,860
3327,1681,0.69,2012-06-29,106,5,1568,549368315,7,6,325,555,1373,992,9
3328,1682,0.63,2015-06-26,115,5,1672,215863606,7,6,325,558,1373,992,9
3334,1683,0.68,1990-03-30,93,5,1283,202084756,5,3,44,260,678,2015,53
3335,1684,0.72,2023-08-02,99,5,1916,181848832,5,8,18,692,1376,2090,579
3336,1685,0.59,2016-06-03,112,5,1917,245623848,6,6,36,654,598,2016,332
3343,1686,0.73,2020-09-03,150,5,1008,365304105,6,9,79,189,1914,1258,284
3344,1687,0.86,1991-07-03,137,5,145,517778573,7,7,3,808,311,1459,538
3345,1688,0.63,2003-07-02,109,5,1569,433371112,7,7,81,810,468,1,697
3346,1689,0.63,2015-07-01,126,5,2223,440603537,6,7,0,806,707,424,326
3347,1690,0.65,2009-05-21,115,5,1034,371353001,6,5,3,1810,469,760,842
3349,1691,0.62,2019-11-01,128,5,924,261119292,7,11,3,482,2090,428,109
3352,1692,0.55,2018-03-27,85,5,365,421798,11,3,375,89,1961,1717,312
3353,1693,0.61,2022-10-06,138,5,1757,15741780,4,10,378,419,1961,1716,312
3354,1694,0.64,2024-10-11,125,5,1010,89017390,4,10,318,418,1961,1715,312
3358,1695,0.62,2023-11-17,106,5,756,46553280,7,11,375,878,386,848,408
3362,1696,0.7,1996-10-04,108,5,338,34585416,5,10,274,1391,1596,1531,126
3364,1697,0.56,2012-06-15,116,5,2340,57719093,7,6,302,631,2032,1663,1109
3365,1698,0.68,1989-02-17,102,5,987,49101993,5,2,262,1411,1989,2095,614
3368,1699,0.66,1999-08-27,102,5,364,61698899,7,8,63,661,900,835,659
3369,1700,0.56,2022-01-07,122,5,2282,27827745,6,1,80,126,1545,1069,23
3370,1701,0.71,2005-08-19,116,5,1309,177378645,7,8,265,1254,619,994,717
3372,1702,0.52,2016-01-22,112,5,1286,109906372,6,1,47,1763,1515,1543,525
3374,1703,0.67,2010-06-11,117,5,265,177238796,6,6,1,466,446,940,611
3375,1704,0.75,1989-08-09,140,5,107,90520202,6,8,209,2057,314,894,538
3376,1705,0.73,2016-10-14,128,5,1021,155560045,7,10,107,1227,1472,1243,464
3377,1706,0.71,1988-10-14,111,5,785,32078318,7,10,335,331,1609,376,692
3381,1707,0.69,1991-11-22,99,5,1134,191502426,6,11,313,411,1823,357,1054
3382,1708,0.7,2011-03-04,106,5,2002,127869379,6,3,331,602,155,993,472
3383,1709,0.73,2011-12-21,107,5,1522,373994233,5,12,25,26,231,1579,71
3386,1710,0.72,2015-04-24,112,5,737,65663276,6,4,346,1612,273,48,775
3387,1711,0.72,1993-10-01,139,5,567,32255953,5,10,338,1916,2182,1626,828
3391,1712,0.69,2012-07-03,136,5,752,758707722,6,7,3,200,340,1555,802
3392,1713,0.66,2014-05-02,142,5,2226,716891708,6,5,3,199,2171,1557,802
3394,1714,0.37,2024-03-15,104,5,707,2496248,6,3,313,277,695,659,756
3397,1715,0.83,1960-06-29,125,5,39,18778738,0,6,299,2360,1586,770,119
3399,1716,0.71,2024-10-11,122,5,2032,12119668,7,10,365,1176,100,634,495
3400,1717,0.71,1970-12-24,78,5,2370,35461460,1,12,157,925,710,1192,187
3402,1718,0.76,2019-08-09,109,5,2103,33766787,5,8,281,344,808,1945,22
3404,1719,0.75,2007-10-19,160,5,1770,15003764,7,10,210,1631,373,1198,597
3406,1720,0.68,2016-12-21,86,5,1239,6170043,7,12,375,1654,250,734,655
3407,1721,0.8,2012-05-04,143,5,1209,1520538536,6,5,81,1021,614,156,713
3408,1722,0.75,2004-12-25,170,5,67,213719942,6,12,365,446,522,1943,828
3409,1723,0.63,2016-07-01,117,5,979,195243411,5,7,232,549,880,1190,71
3410,1724,0.68,2014-11-28,94,5,519,10685444,4,11,358,2131,401,618,584
3413,1725,0.68,2022-04-22,100,5,2106,250387888,5,4,159,1110,1755,1779,1003
3417,1726,0.73,1995-04-21,102,5,582,2402438,7,4,334,436,425,260,1104
3418,1727,0.78,2022-03-04,176,5,2270,772319315,6,3,107,1032,852,1301,834
3420,1728,0.66,2000-02-11,119,5,1704,144056873,7,2,208,440,494,1890,324
3422,1729,0.65,2024-07-28,146,7,1499,760979,11,7,331,513,1304,70,54
3424,1730,0.63,2024-01-12,105,5,324,152720535,7,1,80,69,703,227,333
3425,1731,0.72,2024-11-08,99,5,1678,34806217,5,11,184,412,1120,80,309
3426,1732,0.66,2013-11-15,123,5,2295,72835710,7,11,301,769,789,1055,799
3427,1733,0.67,2014-10-17,118,5,427,38609668,6,10,338,8,1002,1733,861
3431,1734,0.71,1983-09-30,105,5,283,56399735,7,9,302,1357,725,1627,769
3433,1735,0.81,1998-03-06,117,5,1559,48066943,7,3,262,81,52,525,621
3434,1736,0.78,2015-12-23,130,5,1384,133440870,7,12,302,1812,1835,394,1112
3435,1737,0.67,2024-06-21,116,5,764,35971858,7,6,107,962,383,1927,578
3437,1738,0.72,1996-03-08,117,5,248,185260553,7,3,325,1041,374,973,895
3438,1739,0.76,1963-03-29,119,5,623,54531,6,3,356,1047,2009,1993,485
3440,1740,0.69,2022-06-24,103,5,790,161440742,7,6,375,584,450,1063,1101
3442,1741,0.6,2019-11-21,127,21,1608,2794392,10,11,79,1900,255,0,407
3443,1742,0.65,1999-07-30,81,5,2088,248639099,7,7,375,2282,1997,2045,321
3444,1743,0.76,2009-11-20,129,5,2026,309231694,6,11,340,940,516,1910,656
3446,1744,0.58,1980-07-02,104,5,1204,58853106,7,7,211,1662,227,1674,1012
3447,1745,0.79,1980-06-20,133,5,1535,115229890,7,6,172,170,1966,1112,649
3448,1746,0.64,1992-11-25,129,5,235,411046449,7,11,327,349,726,22,882
3450,1747,0.67,1999-11-05,118,5,462,151493655,7,11,335,1975,392,1612,999
3452,1748,0.68,2010-01-15,118,5,186,157107755,7,1,48,1979,120,1911,327
3453,1749,0.76,2000-01-21,108,5,2130,30471,7,1,87,1541,1634,1986,151
3456,1750,0.78,2002-06-14,119,5,356,214034224,6,6,80,2164,1620,1040,396
3457,1751,0.66,2012-08-10,135,5,944,276144750,6,8,1,113,1621,1023,144
3458,1752,0.77,2004-07-23,108,5,2222,290835269,6,7,80,603,1253,1000,958
3459,1753,0.8,2007-08-03,115,5,1556,444100035,6,8,80,600,1619,999,958
3460,1754,0.47,2015-01-23,91,5,650,52425855,7,1,241,105,1119,1061,1037
3462,1755,0.77,2008-11-26,94,5,2104,40416563,6,11,365,875,467,218,813
3464,1756,0.7,2023-12-25,123,5,13,55501365,6,12,340,165,1995,742,467
3466,1757,0.58,2006-06-02,106,5,129,205668210,6,6,282,90,408,998,993
3467,1758,0.78,1985-02-15,97,5,1250,51525171,7,2,302,2109,499,1071,645
3468,1759,0.52,2024-01-05,110,5,936,899683,7,1,80,1608,211,207,1017
3472,1760,0.49,2003-11-14,93,5,1745,402599,4,11,365,1496,1647,2030,159
3476,1761,0.76,2004-01-23,113,5,1229,96822421,7,1,333,912,272,1376,414
3477,1762,0.7,2012-04-13,95,5,276,70038838,7,4,375,388,615,86,397
3478,1763,0.61,1996-06-14,96,5,162,102825796,6,6,279,134,769,1625,1092
3482,1764,0.67,2020-02-21,100,5,525,111166669,5,2,223,2259,913,1885,269
3483,1765,0.62,1981-06-19,95,5,630,72179579,5,6,33,1683,1774,2017,501
3486,1766,0.41,2003-11-21,82,5,2139,133960541,5,11,200,746,2157,1084,153
3487,1767,0.64,2000-08-18,107,5,887,104155843,7,8,374,106,830,304,79
3489,1768,0.63,2011-08-05,112,5,1706,75450437,7,8,313,43,557,1020,335
3501,1769,0.65,2008-05-16,150,5,1912,419665568,5,5,74,1237,329,1169,565
3502,1770,0.69,2005-12-09,143,5,2346,745013115,5,12,232,1327,622,1171,565
3503,1771,0.63,2010-12-10,113,5,1625,415686217,5,12,232,1236,1906,1959,847
3504,1772,0.66,2004-06-11,119,5,2060,115900534,7,6,0,1481,437,1013,360
3510,1773,0.77,1986-02-07,154,5,570,98468102,6,2,365,1936,883,1323,71
3511,1774,0.7,1986-10-17,119,5,1238,52293982,7,10,340,900,1661,807,828
3512,1775,0.75,2013-07-19,112,5,1717,320415166,7,7,375,889,1820,293,548
3513,1776,0.73,2016-06-10,134,5,1211,322811702,7,6,375,1467,1819,277,548
3514,1777,0.63,2021-06-04,112,5,1009,206431050,7,6,375,890,2058,281,851
3517,1778,0.77,1974-04-12,113,5,429,4864950,5,4,335,2190,80,756,431
3520,1779,0.54,2013-10-25,117,5,330,71009334,7,10,48,716,1939,1953,1033
3521,1780,0.77,2002-01-25,131,5,716,75395048,6,1,48,145,82,815,750
3525,1781,0.52,2006-09-08,97,5,1941,37598767,6,9,228,1268,289,620,1017
3527,1782,0.64,1996-05-03,101,5,411,24825844,7,5,349,1038,1126,1589,609
3529,1783,0.67,2023-09-29,133,5,856,104272136,6,9,50,188,102,1880,448
3532,1784,0.47,2024-08-23,111,5,1839,23999106,7,8,120,1593,333,81,1086
3535,1785,0.68,1996-11-27,124,5,50,7343114,6,11,365,1920,981,953,916
3536,1786,0.72,1993-02-19,112,5,16,62548947,7,2,332,1243,991,364,909
3537,1787,0.78,2008-12-25,166,5,1082,335802786,6,12,346,1632,37,1234,339
3540,1788,0.66,2006-05-19,149,5,390,760006945,6,5,133,1398,1864,1670,1080
3541,1789,0.71,2016-01-22,119,5,223,64191523,7,1,365,2072,781,1349,128
3543,1790,0.9,2008-07-18,152,5,2259,1009053678,6,7,107,1816,585,1203,284
3544,1791,0.84,2012-07-20,164,5,1059,1114975066,6,7,107,1813,585,1211,284
3545,1792,0.56,2017-08-04,95,5,74,113231078,6,8,68,2342,1862,1606,922
3548,1793,0.65,2004-05-28,124,5,1527,552639571,6,5,0,1972,1285,922,1075
3553,1794,0.73,2018-03-09,107,5,1656,24646055,7,3,302,1244,59,538,923
3555,1795,0.63,1999-03-12,106,5,207,28121100,6,3,365,736,298,1552,155
3556,1796,0.81,1979-02-23,183,5,958,49080126,7,2,365,1013,894,1822,852
3558,1797,0.85,2006-10-06,151,5,990,291481358,7,10,107,437,1690,1237,828
3559,1798,0.73,2011-12-09,115,5,327,177243185,7,12,302,2205,66,1983,441
3560,1799,0.72,2006-08-04,99,5,96,57130027,7,8,235,1193,992,1479,910
3563,1800,0.69,2006-06-30,109,5,2359,326717337,6,6,302,503,158,1965,340
3564,1801,0.75,1997-10-17,144,5,942,152944660,7,10,344,318,447,1226,81
3568,1802,0.65,2012-05-16,83,5,1964,179379533,7,5,325,1101,1320,480,764
3572,1803,0.71,2004-02-20,115,5,667,23668947,3,2,338,732,163,548,43
3573,1804,0.7,2015-10-29,119,5,255,23846928,7,10,191,301,1296,619,608
3577,1805,0.69,1997-09-26,117,5,966,43312294,7,9,48,573,2071,371,774
3578,1806,0.73,2016-11-18,104,5,1335,19370020,7,11,302,2246,665,2025,737
3580,1807,0.82,1980-10-10,124,5,56,26028672,5,10,365,570,1895,1419,348
3582,1808,0.74,2000-12-15,78,5,1223,169707314,1,12,153,1953,1886,1173,811
3588,1809,0.74,1996-12-06,162,5,1052,231976425,7,12,211,953,930,222,839
3589,1810,0.72,2014-09-26,132,5,363,192330738,7,9,80,1978,1223,1545,860
3590,1811,0.67,2018-07-20,121,5,1773,190400157,7,7,80,1982,1223,1649,860
3591,1812,0.68,2023-09-01,109,5,1772,191067560,7,9,80,1995,1223,1646,860
3592,1813,0.74,1983-04-15,85,5,1248,2895590,3,4,378,1664,1325,561,1095
3593,1814,0.42,2024-06-21,95,5,602,9659440,7,6,375,1072,788,213,710
3594,1815,0.81,1973-12-26,122,5,2262,430872776,7,12,378,2098,1697,1320,182
3596,1816,0.64,2010-08-13,103,5,21,274470394,7,8,1,1277,2019,83,75
3597,1817,0.48,2023-09-22,103,5,1007,37917985,7,9,48,64,702,1447,1108
3598,1818,0.75,2022-11-23,151,5,1316,45620703,6,11,365,738,1494,2109,71
3600,1819,0.66,1998-12-25,104,5,2211,40283786,7,12,374,235,2106,1740,1053
3602,1820,0.78,2008-05-30,117,5,1354,3983981,7,5,218,426,1973,2020,79
3603,1821,0.69,2024-05-03,126,5,561,181073291,6,5,92,1086,169,1389,345
3607,1822,0.63,2013-09-13,111,5,1911,78418811,7,9,262,1004,776,1851,792
3608,1823,0.68,2000-12-22,125,5,211,124745083,6,12,288,834,2036,1053,214
3610,1824,0.63,2005-12-16,103,5,996,92884429,6,12,299,1997,1546,757,95
3611,1825,0.68,2001-06-22,106,5,1622,207517995,6,6,80,1486,672,1006,1037
3612,1826,0.61,2006-06-16,104,5,580,158968749,6,6,80,498,1872,1020,727
3613,1827,0.66,2017-04-14,136,5,2263,1236009236,6,4,80,1480,118,1073,422
3614,1828,0.82,2021-02-26,97,5,359,24048935,6,2,335,572,1900,71,430
3615,1829,0.77,2014-06-06,126,5,1329,307168169,6,6,338,1183,1342,1957,704
3616,1830,0.75,2018-12-21,119,5,1457,95918706,7,12,302,859,2117,1984,195
3618,1831,0.76,1997-05-09,126,5,1484,263920180,6,5,3,1669,777,2003,792
3619,1832,0.78,2010-12-17,116,5,1069,129190869,7,12,110,562,1345,1532,353
3620,1833,0.51,2009-08-28,82,5,317,186167139,7,8,375,826,32,272,354
3623,1834,0.69,1993-06-30,154,5,699,270248367,7,6,335,1360,489,1720,74
3624,1835,0.65,2024-04-05,119,5,668,53845880,7,4,378,800,1570,1882,902
3625,1836,0.68,2013-02-07,95,5,515,92654,6,2,282,2055,580,611,693
3627,1837,0.66,2023-06-16,144,5,1063,271433313,6,6,68,2147,1889,1702,675
3630,1838,0.5,1994-05-27,91,5,1434,341631208,5,5,312,192,1603,1110,221
3632,1839,0.76,2017-11-10,111,5,1814,10954677,7,11,365,1663,1357,1691,1110
3633,1840,0.76,1986-08-15,96,5,82,60629159,7,8,359,87,143,597,334
3635,1841,0.7,2017-10-13,113,5,319,145418070,7,10,107,308,2073,600,825
3638,1842,0.72,2017-01-20,115,5,2027,24121245,6,1,365,725,1263,780,656
3639,1843,0.72,2006-11-22,97,5,1022,16468343,6,11,331,2326,2015,1227,331
3641,1844,0.77,1971-10-09,104,5,425,51703274,7,10,107,2192,47,898,182
3642,1845,0.71,2021-10-22,107,5,346,46333545,7,10,282,1318,1669,8,173
3645,1846,0.64,2013-07-19,105,5,875,5617460,7,7,335,835,1351,2035,1107
3646,1847,0.78,1993-08-06,130,5,1181,368875760,6,8,107,2266,378,1199,585
3647,1848,0.72,1997-09-19,91,5,1831,257938649,7,9,302,995,1398,553,978
3648,1849,0.77,1997-09-12,129,5,782,109423648,7,9,335,707,469,523,339
3649,1850,0.57,2024-05-24,101,5,751,257211519,5,5,153,1790,1070,1650,811
3650,1851,0.78,2020-01-24,113,5,878,115175729,7,1,87,623,200,604,499
3651,1852,0.67,2001-01-19,111,5,1001,44567606,7,1,349,1720,1558,50,1095
3654,1853,0.67,2004-04-09,109,5,586,30381722,7,4,282,2103,2103,336,795
3656,1854,0.61,2018-11-09,115,5,1320,35164920,7,11,48,1836,369,1565,425
3657,1855,0.65,2016-10-07,112,5,173,173185859,7,10,335,2116,45,1793,80
3658,1856,0.78,2011-12-21,158,5,1581,232617430,7,12,335,1908,1498,1567,339
3661,1857,0.64,2014-08-15,97,5,1440,66980456,6,8,331,1652,929,793,999
3664,1858,0.92,1972-03-24,175,5,1925,250342198,7,3,107,568,803,479,431
3665,1859,0.9,1974-12-18,202,5,1948,47964222,7,12,107,1713,79,437,431
3666,1860,0.76,1990-12-25,162,5,1263,136861392,7,12,107,1718,804,449,431
3669,1861,0.61,2007-12-07,113,5,1435,372234864,6,12,232,848,1882,320,272
3674,1862,0.67,2019-11-15,109,5,1135,33856058,7,11,279,2288,1000,786,96
3677,1863,0.67,2006-12-22,167,5,2055,100266865,7,12,107,593,41,997,1046
3679,1864,0.88,1967-12-29,178,12,73,25264999,7,12,224,1847,780,531,6
3680,1865,0.77,1985-06-07,114,5,294,64531113,5,6,206,1154,1856,1325,1024
3681,1866,0.8,1967-12-21,106,5,169,105017024,5,12,282,2032,1797,56,895
3682,1867,0.81,2014-03-28,99,5,658,174567384,7,3,176,957,1434,1985,173
3684,1868,0.65,2022-07-22,122,5,2313,454023,6,7,80,1084,454,1529,618
3686,1869,0.77,2014-03-14,141,12,1560,25362261,4,3,365,1444,1051,2107,948
3688,1870,0.84,1941-03-07,125,5,1169,972212,1,3,302,1735,1826,1501,248
3689,1871,0.82,1963-07-04,172,5,867,230637,0,7,210,1263,1071,769,672
3690,1872,0.72,2013-05-10,143,5,657,353660028,6,5,338,445,1179,1284,1064
3691,1873,0.66,1988-06-17,91,5,24,43455230,5,6,325,1896,499,1096,513
3692,1874,0.59,2017-02-17,103,5,1455,334933831,6,2,66,595,1806,60,194
3694,1875,0.75,2017-12-20,105,5,1116,469064959,5,12,330,2324,405,907,858
3695,1876,0.54,2015-09-25,100,23,285,12666449,7,9,236,491,18,1355,408
3696,1877,0.66,2021-07-30,130,5,208,18887953,7,7,218,2001,2063,608,347
3697,1878,0.86,1999-12-10,189,5,1722,286801374,7,12,344,1397,1443,1473,437
3698,1879,0.64,2018-11-09,85,5,296,540029016,5,11,243,1314,921,1099,192
3700,1880,0.67,2014-09-05,100,5,539,2700051,7,9,80,1899,1395,2042,222
3703,1881,0.67,1992-01-10,110,5,811,88036759,7,1,335,490,243,2054,305
3705,1882,0.81,2017-09-02,145,15,1356,37863670,4,9,332,368,1329,1441,949
3706,1883,0.77,2009-06-05,100,5,2084,469328922,7,6,325,1567,557,1216,118
3707,1884,0.65,2011-05-26,102,5,2185,586764305,7,5,325,1643,1947,1216,118
3708,1885,0.5,2008-06-13,91,5,496,163404284,7,6,209,561,787,915,797
3711,1886,0.75,2018-10-19,133,5,1845,34934009,6,10,335,2337,1044,1955,477
3712,1887,0.78,2015-12-30,168,5,1485,161217616,7,12,210,1115,1171,1122,1007
3716,1888,0.66,2013-06-28,117,5,995,229930771,7,6,87,1121,651,925,957
3718,1889,0.81,2011-08-10,146,5,915,221802186,6,8,365,1501,1527,1771,80
3720,1890,0.64,2006-03-10,107,5,599,70009308,7,3,375,1309,1670,1690,452
3721,1891,0.67,2005-04-29,109,5,1640,104478416,5,4,178,576,2151,816,454
3722,1892,0.69,2017-08-18,118,5,1645,183431147,7,8,87,1097,1602,708,954
3724,1893,0.78,2012-12-14,169,5,475,1017107150,6,12,233,577,73,177,985
3725,1894,0.74,2014-12-17,144,5,1086,962253946,7,12,75,2339,73,264,985
3726,1895,0.78,2013-12-13,161,5,1947,959079095,6,12,233,2338,73,177,985
3727,1896,0.97,2023-11-28,133,5,1301,20300000,7,11,301,2021,2046,230,441
3728,1897,0.7,2006-12-08,136,5,871,205897080,6,12,321,304,979,1611,904
3729,1898,0.77,1975-07-11,114,23,1416,112094,7,7,218,1876,2144,1521,377
